inchikey,smi_pre,smi_post,lambda_sTDA (nm),f1_sTDA,lumo_dft,homo_dft,dmom_dft (D),lambda_z (nm),f1_z,lumo_z,homo_z,dmom_z (D),lumo_mopac,homo_mopac,dmom_mopac (D),lambda_tddft (nm),f1_tddft,lambda_exp_max (nm),epsilon_exp_max ,lambda_exp_min (nm),epsilon_exp_min ,solvent
LIEBEEYMFYVNPX-UHFFFAOYSA-N,COc1ccc(cc1)C1(C)c2cc(C#C)ccc2c2c1cc(C#C)cc2,COc1ccc(cc1)C1(C)c2cc(C#C)ccc2c2c1cc(C#C)cc2,296.0,0.975612568,0.0154,-7.884,1.26142,340.70953120501144,0.699076196,-0.4283,-7.5488,34.36726,-0.919,-8.696,1.10991,299.6524386340861,0.8479223757,355.0,NaN,332.0,NaN,NaN
HETSDWRDICBRSQ-UHFFFAOYSA-N,O=C1CC=Nc2c1cccc2,O=C1CC=Nc2c1cccc2,308.1,7.5464e-05,-0.1876,-9.1032,1.35068,306.6638595238775,0.130193251,-0.7848,-8.8114,29.19692,-1.057,-9.689,0.89511,NaN,NaN,338.0,NaN,330.0,NaN,NaN
HTQGXBVGIIQXRA-UHFFFAOYSA-N,Cc1ccc(cc1)Cn1c(nc(c1c1ccco1)c1ccco1)c1ccccc1,Cc1ccc(cc1)Cn1c(nc(c1c1ccco1)c1ccco1)c1ccccc1,275.1,0.630162196,0.9361,-7.2487,3.23917,403.0695656875932,0.345575945,-0.1898,-6.8367,122.68977,-0.367,-8.245,5.13107,NaN,NaN,285,NaN,285,NaN,NaN
VGEREEWJJVICBM-UHFFFAOYSA-N,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O,270.8,0.054655005,0.6164,-8.1034,2.57278,350.9317815043976,0.000378943,-0.8714,-8.2553,74.71341,-0.603,-9.031,3.44717,NaN,NaN,225.4,NaN,225.4,NaN,NaN
UDUPGFKXQBVSDT-UHFFFAOYSA-N,CCCCC(Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(s1)cccc3)c(=O)n(c2c1ccc(s1)c1cc2c(s1)cccc2)CC(CCCC)CC)CC,C(Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(s1)cccc3)c(=O)n(c2c1ccc(s1)c1cc2c(s1)cccc2)CC(C)CC)CC,477.1,1.324511114,-1.1997,-7.0271,0.55718,479.2585945322909,0.886471548,-1.565,-7.3828,104.69637,-1.473,-8.313,0.84557,526.293373840052,1.0498811378,624.0,NaN,356.0,NaN,CH 2 Cl
MTKKTPTVIDWZNZ-UHFFFAOYSA-N,FC(c1ccnc(c1)c1cccc2c1cccc2)(F)F,FC(c1ccnc(c1)c1cccc2c1cccc2)(F)F,295.2,0.229923847,0.1041,-8.1942,0.91457,314.60085867927853,0.019552355,-0.5277,-8.0468,236.88679,-1.08,-9.131,1.39822,NaN,NaN,294.0,NaN,108.0,NaN,CH 2 Cl
AXBIAQCPVULNGV-UHFFFAOYSA-N,COc1ccc(cc1)N=Nc1c(C)nn2c1[nH]c(c2N=Nc1ccccc1)c1ccccc1,COc1ccc(cc1)N=Nc1c(C)nn2c1[nH]c(c2N=Nc1ccccc1)c1ccccc1,443.1,0.003400568,-0.7185,-7.1849,2.69763,534.1843964045827,0.007694172,-1.3828,-7.3529,68.42798,-1.464,-8.129,3.28903,NaN,NaN,525.0,NaN,450.0,NaN,NaN
GPATYFXOUFWSGK-UHFFFAOYSA-N,CCCCC(COc1ccc(cc1)n1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,C(COc1ccc(cc1)n1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,414.0,1.510394166,-1.3922,-7.5465,8.76436,514.0306733229837,0.64159095,-2.1646,-7.6546,815.93817,-1.983,-8.159,7.87359,453.68923085933636,1.2683053659,476,26107,476,26107,NaN
NPKSPKHJBVJUKB-UHFFFAOYSA-N,OC(=O)CNc1ccccc1,OC(=O)CNc1ccccc1,248.1,0.032747654,1.3819,-8.5179,4.99039,288.13432118406615,0.001286768,0.1838,-8.6823,84.30716,-0.153,-9.186,5.05311,NaN,NaN,534,6879,534,6879,NaN
NTTPKVHTTRGGJX-UHFFFAOYSA-N,CCCCCCOc1c2cc(oc2c(c2c1oc(c2)c1ccc(s1)C=C(C(=O)O)C#N)OCCCCCC)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,COc1c2cc(oc2c(c2c1oc(c2)c1ccc(s1)C=C(C(=O)O)C#N)OC)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,409.0,2.434256367,-1.2042,-6.9514,9.55335,501.14874052345857,1.407134263,-1.8445,-7.0934,826.19839,-2.087,-7.859,6.62481,451.14690710006346,1.8541222197,485.0,NaN,472.0,NaN,NaN
JEXQMZPQNKAKCD-UHFFFAOYSA-N,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc1nc3c4cccc5c4c4c(c3nc1c2)cccc4cc5)c1c2ccccc2cc2c1cccc2,C1(C)c2cc(ccc2c2c1cc1nc3c4cccc5c4c4c(c3nc1c2)cccc4cc5)c1c2ccccc2cc2c1cccc2,370.1,0.819723372,-0.6985,-7.4424,0.69758,423.87760138633735,1.077220783,-1.1403,-7.2242,95.15294,-1.404,-8.362,0.53347,371.11015896686354,0.9467276541,425,NaN,425,NaN,DMSO
SLGKQRGEYVYVSL-UHFFFAOYSA-N,c1ccc(cc1)c1nnc(s1)N=Nc1ccc(s1)c1cccs1,c1ccc(cc1)c1nnc(s1)N=Nc1ccc(s1)c1cccs1,473.0,0.012570043,-1.3516,-7.8913,3.11729,548.1175879995741,0.017024554,-1.8994,-7.6484,166.05847,-2.128,-9.124,3.8958,NaN,NaN,515.0,NaN,487.0,NaN,DMSO
VTGLSFNDGSMGDO-KRWDZBQOSA-N,COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccccc1)NC(=O)CNC(=O)C(F)(F)F,COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccccc1)NC(=O)CNC(=O)C(F)(F)F,278.3,0.343672897,0.6584,-7.8162,2.69462,354.44310579046214,0.000165853,-1.0543,-7.4834,199.57987,-0.69,-8.724,4.61641,NaN,NaN,308,NaN,308,NaN,NaN
QPWJMGBQMLICRC-UHFFFAOYSA-N,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(s1)C=C1c2ccccc2C(=CC=C2N(C)c3c(C2(C)C)cccc3)C1=C(C#N)C#N,Cc1ccc(s1)c1ccc(s1)c1ccc(s1)C=C1c2ccccc2C(=CC=C2N(C)c3c(C2(C)C)cccc3)C1=C(C#N)C#N,436.6,1.47507513,-1.1927,-7.2635,7.10641,439.50442540058015,0.09575284,-1.1995,-7.5301,348.16421,-1.622,-8.085,7.2229,515.8914534566615,0.1684618339,497,NaN,497,NaN,NaN
GCSZHADXIZFUMI-UHFFFAOYSA-N,c1csc(n1)N=Nc1ccc(s1)c1cccs1,c1csc(n1)N=Nc1ccc(s1)c1cccs1,452.6,8.1386e-05,-1.1426,-7.8126,1.41521,NaN,NaN,NaN,Nan,NaN,-1.894,-9.022,2.10896,NaN,NaN,497.0,30240,460.0,30240,Dioxane
DGFYQBBYMXSQRQ-UHFFFAOYSA-N,Cc1cccc(c1)C#Cc1c(F)c(C#Cc2cccc(c2)C)c(c(c1C#Cc1cccc(c1)C)F)C#Cc1cccc(c1)C,Cc1cccc(c1)C#Cc1c(F)c(C#Cc2cccc(c2)C)c(c(c1C#Cc1cccc(c1)C)F)C#Cc1cccc(c1)C,346.6,0.647775257,-0.7669,-7.6976,0.21869,407.4406782961014,0.41258404,-0.9953,-7.3276,12.36748,-1.597,-8.654,1.04243,NaN,NaN,409.0,NaN,313.0,NaN,NaN
SXAGBIUCYONCIZ-UHFFFAOYSA-N,O=c1[nH]c(nc(c1)N(c1ccccc1)C)c1ccccc1,O=c1[nH]c(nc(c1)N(c1ccccc1)C)c1ccccc1,289.3,0.194906088,0.2514,-7.8822,4.68832,324.90618030792365,0.174540213,-0.6287,-8.0892,66.55543,-0.747,-8.701,4.75911,NaN,NaN,273.0,41686.93834703355,256.0,33884.415613920275,NaN
JCKYGMPEJWAADB-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl,ClCCN(c1ccc(cc1)C(=O)O)Cl,298.9,0.093493482,0.4425,-8.4716,2.13232,293.94072642366916,0.000991423,-1.0616,-9.3905,86.92979,-1.474,-9.721,1.48831,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DRGAZIDRYFYHIJ-UHFFFAOYSA-N,c1ccc(nc1)c1cccc(n1)c1ccccn1,c1ccc(nc1)c1cccc(n1)c1ccccn1,265.4,0.451239879,0.2842,-8.4617,2.05278,321.2025865427556,0.56915671,-0.3931,-8.0737,16.22796,-0.938,-9.275,2.21066,NaN,NaN,285,35000.0,285,35000.0,NaN
QRUSAUUYXISUNF-UHFFFAOYSA-N,OCC1OC(C(C1O)O)n1c(C#Cc2cc(OC)cc(c2)OC)nc2c1ncnc2N,OCC1OC(C(C1O)O)n1c(C#Cc2cc(OC)cc(c2)OC)nc2c1ncnc2N,286.1,1.317896512,0.0822,-7.9624,1.70284,365.30406130083577,0.097357938,-0.6875,-7.731,108.19325,-1.128,-8.928,4.46676,302.6883938605978,1.0473351773,316,NaN,316,NaN,NaN
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2,244.9,0.212544189,0.9508,-8.5245,3.60023,322.45565255007455,0.256455185,-0.9281,-8.7614,18.22903,-0.627,-9.174,2.97897,NaN,NaN,275,NaN,275,NaN,NaN
RJJSWRTWTKXKPA-UHFFFAOYSA-N,Cc1cc2sc(nc2cc1C)N=Nc1c2ccccc2n(c1c1ccccc1)C,Cc1cc2sc(nc2cc1C)N=Nc1c2ccccc2n(c1c1ccccc1)C,471.1,0.001697112,-0.5517,-7.4642,3.61171,546.6675414704747,0.006916049,-1.3736,-7.4281,33.63876,-0.977,-8.388,3.88567,NaN,NaN,531.0,NaN,468.0,NaN,Chloroform
ZHMPHYMICQWNDD-UHFFFAOYSA-N,Oc1ccc2c(c1N=Cc1ccc[nH]1)cccc2,Oc1ccc2c(c1N=Cc1ccc[nH]1)cccc2,346.8,0.50065981,0.1495,-7.332,2.06575,392.2309345318053,0.369384761,-0.6175,-7.3509,56.09702,-0.912,-8.356,0.82177,NaN,NaN,373,NaN,373,NaN,NaN
SLWIPPZWFZGHEU-UHFFFAOYSA-N,OC(=O)Cc1ccc(cc1)CC(=O)O,OC(=O)Cc1ccc(cc1)CC(=O)O,234.3,0.030691868,1.172,-9.084,0.39759,278.491011692506,0.040213629,-0.2364,-8.8448,61.30368,-0.239,-9.763,0.24605,NaN,NaN,104,NaN,104,NaN,NaN
QUTPVTNJCKTCTN-UHFFFAOYSA-N,c1ccc(cc1)c1c(nc(n1c1ccccc1)c1ccc(cc1)C=Cc1ccc2c(c1)cccc2)c1ccccc1,c1ccc(cc1)c1c(nc(n1c1ccccc1)c1ccc(cc1)C=Cc1ccc2c(c1)cccc2)c1ccccc1,326.5,1.697688486,-0.0506,-7.3422,4.11928,360.2097571339444,0.677153849,-0.4349,-7.1175,42.19679,-0.839,-8.412,4.68985,342.1858333818327,1.6863883315,342,NaN,342,NaN,NaN
AQRSBMDQULCORO-UHFFFAOYSA-N,CCCCN1C(=O)c2c(C1=O)c1ccc3c4c1c(c2)ccc4ccc3,CN1C(=O)c2c(C1=O)c1ccc3c4c1c(c2)ccc4ccc3,356.3,0.250163225,-0.8254,-7.9601,3.47061,397.13068035074843,0.290880234,-1.6254,-7.9049,108.25291,-1.807,-8.862,3.84965,NaN,NaN,427.0,NaN,307.0,NaN,NaN
WXTMDXOMEHJXQO-UHFFFAOYSA-N,Oc1ccc(c(c1)C(=O)O)O,Oc1ccc(c(c1)C(=O)O)O,300.6,0.144537351,0.3085,-8.1272,3.00101,323.6340339480649,0.136338334,-1.035,-8.8508,43.85001,-1.06,-9.12,2.3042,NaN,NaN,0,NaN,0,NaN,NaN
ZSSGOWVXNAIAFT-UHFFFAOYSA-N,O=c1cc(C)c2c(o1)cc1c(c2)nc([nH]1)c1ccccc1,O=c1cc(C)c2c(o1)cc1c(c2)nc([nH]1)c1ccccc1,299.3,0.73404697,-0.1154,-8.0628,5.84537,361.4699661968037,0.627316761,-0.9631,-7.9407,119.16194,-1.293,-8.917,5.17084,NaN,NaN,346.0,NaN,340.0,NaN,Isopropanol
JKQLIIZPWSCWQO-UHFFFAOYSA-N,CCCCCCCCCCOc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)Cl,COc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)Cl,326.6,1.056046365,0.4595,-6.9838,3.14293,340.990644679603,0.478130627,-0.66,-7.6458,308.25344,-0.741,-8.086,2.75273,344.18064294822597,0.7441569139,416,NaN,416,NaN,NaN
URIIKTCHTZPILZ-UHFFFAOYSA-N,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc1nc(c3ccccc3)c(nc1c2)c1ccccc1)c1c2ccccc2cc2c1cccc2,C1(C)c2cc(ccc2c2c1cc1nc(c3ccccc3)c(nc1c2)c1ccccc1)c1c2ccccc2cc2c1cccc2,367.7,0.502040957,-0.3763,-7.4165,0.49212,388.4216742027057,1.21128485,-0.8475,-7.2155,58.28438,-1.166,-8.354,0.56215,NaN,NaN,392,NaN,392,NaN,DMSO
FMZQNTNMBORAJM-UHFFFAOYSA-N,CC([Si](C(C)C)(C(C)C)C#Cc1c2cc3ccccc3cc2c(c2c1cc1ccccc1c2)C#C[Si](C(C)C)(C(C)C)C(C)C)C,CC([Si](C(C)C)(C(C)C)C#Cc1c2cc3ccccc3cc2c(c2c1cc1ccccc1c2)C#C[Si](C(C)C)(C(C)C)C(C)C)C,594.9,0.429047121,-1.4388,-6.6095,0.16524,567.9532680050557,0.410395534,-1.4097,-6.3294,5.72043,-1.778,-7.417,0.12634,NaN,NaN,347,10400.0,347,10400.0,NaN
PWXPTCQBNSSYNF-UHFFFAOYSA-N,c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc(s1)c1ccc(s1)N(c1cccc2c1cccc2)c1ccccc1,c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc(s1)c1ccc(s1)N(c1cccc2c1cccc2)c1ccccc1,360.0,1.086991838,0.4094,-6.7148,0.27608,437.9519548057353,0.645281566,-0.3892,-6.7248,35.18256,-0.858,-7.905,1.01588,374.08862507690753,0.9360038691,397,26000.0,397,26000.0,NaN
NNILFWOUMCYBOM-UHFFFAOYSA-N,N#CC(=Cc1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,N#CC(=Cc1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,345.5,1.567785091,-1.2015,-7.5059,9.09611,342.87665488247694,0.739326757,-1.1428,-7.3993,199.86434,-1.59,-8.147,6.36412,370.3895351892198,1.3493161581,476.0,NaN,312.0,NaN,NaN
AAPRBZFXWJXIDN-UHFFFAOYSA-N,Cc1cc(c(s1)C)C1=C(CC(=Cc2ccc(cc2)N(C)C)C1=O)c1cc(sc1C)C,Cc1cc(c(s1)C)C1=C(CC(=Cc2ccc(cc2)N(C)C)C1=O)c1cc(sc1C)C,325.6,0.025019921,0.0278,-7.3135,6.80583,383.97088388201814,0.009978679,-0.6619,-7.5302,245.22918,-0.542,-8.24,5.58285,NaN,NaN,411.0,NaN,233.0,NaN,NaN
FGMNUEZDSBLLKT-UHFFFAOYSA-N,Clc1cc(ccc1NC(C1=C(O)C(=O)c2c(C1=O)cccc2)c1ccccc1)[N+](=O)[O-],Clc1cc(ccc1NC(C1=C(O)C(=O)c2c(C1=O)cccc2)c1ccccc1)[N+](=O)[O-],355.4,0.020045456,-1.7633,-8.3679,9.98543,423.4433005652448,0.014869402,-2.5822,-8.8952,263.82193,-2.315,-8.985,11.45138,NaN,NaN,476,2884.031503126606,476,2884.031503126606,NaN
MKGVHQFKHCHGSB-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCN(c1ccc(cc1)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)C(=O)O)CCCCCCCCCCCCCCCC,CN(c1ccc(cc1)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)C(=O)O)C,329.4,0.049005607,-1.3917,-8.3329,10.17148,343.6369135407529,0.004492517,-1.6532,-8.5725,176.65132,-1.921,-8.825,7.45739,NaN,NaN,468,NaN,468,NaN,dichloromethane
QIVBCDIJIAJPQS-UHFFFAOYSA-N,OC(=O)C(Cc1c[nH]c2c1cccc2)N,OC(=O)C(Cc1c[nH]c2c1cccc2)N,266.8,0.084590663,1.2438,-7.967,3.52747,304.10644691072764,0.007452903,0.1582,-7.7881,96.74415,-0.296,-8.722,3.80989,NaN,NaN,275.0,NaN,237.0,NaN,Water
KHKIPEWWKARDFY-UHFFFAOYSA-N,Brc1ccc(c(c1)c1nc2n(c1Cc1ccccc1)cccc2C)O,Brc1ccc(c(c1)c1nc2n(c1Cc1ccccc1)cccc2C)O,287.5,0.116843982,0.9882,-7.7634,3.58472,369.22036451906985,0.262732237,-0.2373,-7.3089,366.15756,-0.567,-8.554,4.34275,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OYGKOGINCYHXGC-UHFFFAOYSA-N,CN(CCNC(=O)Nc1ccc2c(c1)nc1c(c2Nc2ccc(cc2)N(C)C)ccc(c1)NC(=O)NCCN(C)C)C,CN(CCNC(=O)Nc1ccc2c(c1)nc1c(c2Nc2ccc(cc2)N(C)C)ccc(c1)NC(=O)NCCN(C)C)C,369.9,0.297478422,0.0977,-6.8174,3.32088,391.9829225592908,0.189025,-0.7777,-7.2512,65.68025,-0.862,-7.791,1.60825,NaN,NaN,380.0,NaN,377.0,NaN,NaN
KLYQABXYDIMLNR-UHFFFAOYSA-N,Cc1ccc2c(n1)c(ccc2N=Nc1ccccc1)OC(=O)c1ccccc1,Cc1ccc2c(n1)c(ccc2N=Nc1ccccc1)OC(=O)c1ccccc1,452.1,0.012378064,-0.7644,-8.1984,2.24192,526.0254493233078,0.018452145,-1.2277,-7.9325,56.92066,-1.381,-8.783,2.86619,NaN,NaN,365.0,NaN,350.0,NaN,NaN
HTSLSOWMRNEOBK-UHFFFAOYSA-N,Nc1nc2c(N=Nc3ccccc3[N+](=O)[O-])c(nn2c(c1N=Nc1nccs1)N)N,Nc1nc2c(N=Nc3ccccc3[N+](=O)[O-])c(nn2c(c1N=Nc1nccs1)N)N,412.3,0.001940201,-1.0791,-7.7266,5.42854,540.2361586296456,0.0032132,-2.2426,-7.7316,156.30824,-1.94,-8.705,5.80968,NaN,NaN,490,NaN,490,NaN,NaN
KOIBQIVWKWPDBK-UHFFFAOYSA-N,Clc1ccc(cc1)c1nc(c(s1)c1ccccc1O)O,Clc1ccc(cc1)c1nc(c(s1)c1ccccc1O)O,318.2,0.953602968,-0.2401,-7.9009,1.11898,393.85069379130766,0.520978302,-1.1346,-7.7459,166.91023,-1.495,-8.881,1.0887,335.2373810546167,0.7630020107,365,NaN,365,NaN,Dioxane
PYAGDMPTSXBIAC-UHFFFAOYSA-N,CC(NC(=O)CNC(=O)C)CCc1ccccc1,CC(NC(=O)CNC(=O)C)CCc1ccccc1,233.4,0.003617161,1.7634,-8.9208,2.33533,288.2683059881508,0.001894,0.0972,-8.5877,78.94595,0.357,-9.388,3.87445,NaN,NaN,NaN,NaN,NaN,NaN,NaN
XJPSMUXIYIPKSP-UHFFFAOYSA-N,N#CC(=C1OC(C(=C1C#N)C=Cc1cc(c2ccccc2)c(cc1c1ccccc1)C=Cc1ccc(cc1)N(C)C)(C)C)C#N,N#CC(=C1OC(C(=C1C#N)C=Cc1cc(c2ccccc2)c(cc1c1ccccc1)C=Cc1ccc(cc1)N(C)C)(C)C)C#N,405.6,2.639892717,-1.6469,-7.3069,19.02463,401.11355032514933,1.357585287,-1.7953,-7.6672,396.43777,-2.201,-8.256,16.27865,NaN,NaN,473.5,NaN,447.0,NaN,DMF
RHURHZFWCATBPO-UHFFFAOYSA-N,COC(=O)CCC(=O)C1=Nc2c(C1(C)C)c1ccccc1cc2,COC(=O)CCC(=O)C1=Nc2c(C1(C)C)c1ccccc1cc2,326.8,0.001194989,-0.3253,-8.1025,0.42931,366.6002318317672,0.123105642,-0.8547,-7.6543,120.11541,-0.948,-8.847,2.20647,NaN,NaN,335.0,37870.0,222.0,12880.0,NaN
VTBYHUFUAIMFOB-UHFFFAOYSA-N,N#Cc1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccccc1,N#Cc1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccccc1,414.8,0.906255662,-1.5527,-7.8206,5.88621,428.8626717589196,0.705782605,-1.8781,-8.0802,72.37341,-1.938,-8.865,4.83152,451.62347652074254,0.6028190167,600.0,NaN,524.5,NaN,NaN
BRUOAURMAFDGLP-UHFFFAOYSA-N,Brc1c2ccccc2c(c2c1cccc2)Br,Brc1c2ccccc2c(c2c1cccc2)Br,375.5,0.161614449,-0.6526,-7.7081,0.00012,377.0808953938676,0.191990195,-1.1992,-7.7641,0.00307,-1.589,-8.56,0.00062,NaN,NaN,942,NaN,942,NaN,NaN
XLUAPCXUOPGKIB-UHFFFAOYSA-N,COc1ccc(cc1)NC1=C(Br)C(=O)OC1OCc1ccccc1,COc1ccc(cc1)NC1=C(Br)C(=O)OC1OCc1ccccc1,250.1,0.065745931,0.8973,-8.2052,8.23276,326.4460200250228,0.001505938,-0.596,-8.6678,461.03390,-0.451,-8.799,9.33874,NaN,NaN,288,NaN,288,NaN,NaN
FLWODYJQKQYRLX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCN(c1ccc(cc1)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(s1)C=O)CCCCCCCCCCCCCCCC,CN(c1ccc(cc1)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(s1)C=O)C,383.7,0.081491729,-2.0366,-8.295,10.47725,367.360587868159,0.000620806,-1.918,-8.6355,238.40877,-2.013,-8.78,7.52395,NaN,NaN,473.0,NaN,298.0,NaN,CH 2 Cl
ASUIMGVLJFYDFN-UHFFFAOYSA-N,Cc1cc(C=Nc2c(C)cc(cc2C)C)c(c(c1)C(c1ccccc1)c1ccccc1)O,Cc1cc(C=Nc2c(C)cc(cc2C)C)c(c(c1)C(c1ccccc1)c1ccccc1)O,303.8,0.416589781,0.2992,-7.9785,2.18593,368.56182641350676,0.000459366,-0.462,-7.9707,31.33281,-0.47,-8.712,2.86959,NaN,NaN,349.0,NaN,130.0,NaN,Toluene
QFAPJWSQKUFHAP-UHFFFAOYSA-N,OCc1cc(O)c2c(c1)c1c3c4cc(C)cc(c4C(=O)c4c3c(c3c1c(C2=O)c(O)cc3O)c(cc4O)O)O,OCc1cc(O)c2c(c1)c1c3c4cc(C)cc(c4C(=O)c4c3c(c3c1c(C2=O)c(O)cc3O)c(cc4O)O)O,440.7,0.331510952,-1.7169,-7.9289,3.97014,516.8161667590815,0.274722825,-2.2892,-7.8695,110.72139,-2.467,-9.025,3.12384,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(c(c1)O)C(=O)c1ccccc1,COc1ccc(c(c1)O)C(=O)c1ccccc1,283.6,0.100034789,0.0812,-8.568,4.92022,363.2704318942387,0.001298468,-0.8568,-8.9253,85.63139,-0.655,-9.303,2.89942,NaN,NaN,320,NaN,320,NaN,NaN
SYKFGZBLQDSXDJ-UHFFFAOYSA-N,CCOC(=O)c1cc2c(n1Cc1ccccc1)c1[nH]c(=O)c(cc1CC2)S(=O)(=O)c1ccccc1,CCOC(=O)c1cc2c(n1Cc1ccccc1)c1[nH]c(=O)c(cc1CC2)S(=O)(=O)c1ccccc1,349.3,0.83117391,-0.4926,-7.9142,8.73181,445.345540249654,0.609338137,-1.865,-8.1983,192.86017,-1.3,-8.886,8.83013,367.34968744404443,0.6477814695,381,38202,381,38202,NaN
UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2C(C1)c1ccccc1Cc1c2cccc1,CN1CCN2C(C1)c1ccccc1Cc1c2cccc1,262.7,0.054181654,1.6772,-7.5751,1.09178,287.2664467226684,0.024853697,0.6761,-8.0686,7.42063,0.238,-8.322,1.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WTTRZJGKNGVKHA-UHFFFAOYSA-N,Nc1ccc2c(c1)cc1c(c2)C(=O)N(C1=O)c1ccccc1,Nc1ccc2c(c1)cc1c(c2)C(=O)N(C1=O)c1ccccc1,321.0,0.028284408,-0.1163,-8.0552,5.69475,354.74734879972436,0.049137812,-1.2383,-8.2411,18.35081,-1.231,-8.765,7.25147,NaN,NaN,375.0,NaN,372.0,NaN,NaN
HPXXBGFUGZGMKA-UHFFFAOYSA-N,OC(=O)c1cc2nc3c4ccc(c5c4c(c3nc2cc1C(=O)O)ccc5)N(c1ccccc1)C,OC(=O)c1cc2nc3c4ccc(c5c4c(c3nc2cc1C(=O)O)ccc5)N(c1ccccc1)C,360.2,0.506625028,-0.8616,-7.7575,5.65409,377.3104029382339,0.005090079,-1.3473,-7.9615,428.18746,-1.892,-8.641,6.66293,NaN,NaN,424.0,NaN,421.0,NaN,NaN
KFDVPJUYSDEJTH-UHFFFAOYSA-N,C=Cc1ccncc1,C=Cc1ccncc1,258.7,0.007142376,0.3247,-9.2682,2.48552,290.36112038759643,0.004230288,-0.1602,-9.1275,25.26782,-0.491,-10.087,2.75862,NaN,NaN,325,NaN,325,NaN,DMSO
ZQOGUVVADZXKQP-GOSISDBHSA-N,O[C@@H](C(=Cc1ccccc1)C)C#Cc1ccccc1,O[C@@H](C(=Cc1ccccc1)C)C#Cc1ccccc1,247.7,0.412133778,0.6888,-8.4359,2.05842,327.82707140535075,0.008177654,0.1891,-8.1476,37.35574,-0.455,-9.413,2.22327,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ORGYGTCKRPYDNI-UHFFFAOYSA-N,c1ccc2c(c1)sc(n2)C=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,c1ccc2c(c1)sc(n2)C=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,327.3,1.661741486,-0.4627,-7.641,1.13667,358.85440927786874,1.012651912,-0.8542,-7.6682,199.04465,-1.267,-8.27,0.93087,341.59189169395927,1.5061923992,343.0,NaN,339.0,NaN,Methanol
MBIJFIUDKPXMAV-UHFFFAOYSA-N,O=C1c2cccc(c2C(=O)c2c1cccc2[N+](=O)[O-])[N+](=O)[O-],O=C1c2cccc(c2C(=O)c2c1cccc2[N+](=O)[O-])[N+](=O)[O-],341.6,0.004084943,-1.7147,-10.3185,7.12800,437.1798251251892,0.000320019,-2.7293,-10.306,127.88227,-2.237,-11.052,7.96906,NaN,NaN,321.0,NaN,0.0,NaN,NaN
VTMSNCSWPCZNNO-UHFFFAOYSA-N,O=c1[nH]c(=O)c2c1c1CCCCCCc1[nH]c2=O,O=c1[nH]c(=O)c2c1c1Cc1[nH]c2=O,356.1,0.1543098,-1.1252,-8.8161,5.43039,465.7558166998635,0.211518983,-2.1879,-8.671,52.08083,-1.937,-9.616,6.77922,NaN,NaN,224,NaN,224,NaN,NaN
