inchikey,smi_pre,smi_post,lambda_sTDA (nm),f1_sTDA,lumo_dft,homo_dft,dmom_dft (D),lambda_z (nm),f1_z,lumo_z,homo_z,dmom_z (D),lumo_mopac,homo_mopac,dmom_mopac (D),lambda_tddft (nm),f1_tddft,lambda_exp_max (nm),epsilon_exp_max ,lambda_exp_min (nm),epsilon_exp_min ,solvent
VIXXFPCBVBDQCZ-CCXQMGIOSA-N,CC(C[C@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C,CC(C[C@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
YYROOZCXVDUFDA-HWHQUUSWSA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Cc1ccccc1)Cc1ccccc1)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Cc1ccccc1)Cc1ccccc1)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,267,NaN,267,NaN,NaN
OECYYRNWMPCDJA-UXGZZDHDSA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](c1ccccc1)C(=O)OCC#CC#CCOC(=O)[C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](c1ccccc1)C(=O)OCC#CC#CCOC(=O)[C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,266,NaN,266,NaN,NaN
GSBVFWWTILBPHJ-CGHPJIQOSA-N,O=C(CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,O=C(CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,273,NaN,273,NaN,NaN
GWWVRZZMBFLDTQ-SKCSJPNYSA-N,O=C(CCCNC1=C(Br)C(=O)O[C@@H]1OC1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,O=C(CCCNC1=C(Br)C(=O)O[C@@H]1OC1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,273,NaN,273,NaN,NaN
NKRSATSQCQYWJT-AIJLMTJASA-N,O=C(CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,O=C(CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
ZVCGCXPNRFTTFA-RQUGQPRISA-N,C[C@@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,C[C@@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,269,NaN,269,NaN,NaN
WLJPTFHMSDFVCL-KWORCYIXSA-N,CC([C@@H](C(=O)OCC#CC#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C,CC([C@@H](C(=O)OCC#CC#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,270,NaN,270,NaN,NaN
ACGHTUJJPGSEGI-JSHDUANGSA-N,CC(C[C@@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C,CC(C[C@@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,269,NaN,269,NaN,NaN
JSYHFAYNTMSPLD-PPUFWOQJSA-N,O=C([C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)[C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,O=C([C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)[C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
LYNXKUSWYHAJPS-UGIMMLGCSA-N,O=C([C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)[C@@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,O=C([C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)[C@@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,265,NaN,265,NaN,NaN
OJMIONKXNSYLSR-UHFFFAOYSA-N,OP(O)O,OP(O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,290,NaN,290,NaN,NaN
MLXXZVAAIQEHAH-UHFFFAOYSA-N,Cc1nc2c(O)cccn2c(=O)c1Cl.Cl,Cc1nc2c(O)cccn2c(=O)c1Cl.Cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,260.0,NaN,0.0,NaN,NaN
GDISSJBTLJQKKS-UHFFFAOYSA-A,[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+],[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN
DSZOCADZIDKKNG-UHFFFAOYSA-N,[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,326,25984,326,25984,chloroform
DTTODBQRURPNAJ-UHFFFAOYSA-N,[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,325,26318,325,26318,chloroform
FBTRQNDMAUDMAI-UHFFFAOYSA-N,[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,324,27816,324,27816,chloroform
ACHRLKJJHACQLY-UHFFFAOYSA-N,[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,326,32980,326,32980,chloroform
HEZMUYKMGLUJEZ-UHFFFAOYSA-N,[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1)OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1)OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,326,28336,326,28336,chloroform
WTPCOYLBLJZVOL-UHFFFAOYSA-N,[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,325,24614,325,24614,chloroform
XUHQPCJRRJTZGX-UHFFFAOYSA-N,[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,323,16536,323,16536,chloroform
SVXOLPJKSHVPKU-UHFFFAOYSA-N,[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,325,30202,325,30202,chloroform
URAGBHBCZCBDNV-UHFFFAOYSA-N,[O-]C(=O)C=CC(=O)[O-].OCC[NH3+].OCC[NH3+],[O-]C(=O)C=CC(=O)[O-].OCC[NH3+].OCC[NH3+],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,1700,NaN,1700,NaN,NaN
CROBTXVXNQNKKO-UHFFFAOYSA-N,[BH4-],[BH4-],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,390,NaN,390,NaN,NaN
KRKNYBCHXYNGOX-UHFFFAOYSA-K,[O-]C(=O)C(CC(=O)[O-])(CC(=O)[O-])O,[O-]C(=O)C(CC(=O)[O-])(CC(=O)[O-])O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,407,NaN,407,NaN,NaN
HPEZZGAQKFYOBF-UHFFFAOYSA-N,[CH-]1C=CC=C1.O=C(c1cccs1)[C-]1C=CC=C1.[Fe+2],[CH-]1C=CC=C1.O=C(c1cccs1)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,495,14791.083881682072,495,14791.083881682072,NaN
SAHHWFQZXBVRQK-UHFFFAOYSA-N,O=C(c1cccs1)[C-]1C=CC=C1.O=C(c1cccs1)[C-]1C=CC=C1.[Fe+2],O=C(c1cccs1)[C-]1C=CC=C1.O=C(c1cccs1)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,314.5,512861.3839913648,314.5,512861.3839913648,NaN
LCIISWPXOZNVIG-UHFFFAOYSA-O,c1ccc(cc1)C=Cc1sc2c([nH+]1)cccc2,c1ccc(cc1)C=Cc1sc2c([nH+]1)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,500,NaN,NaN
QWENRTYMTSOGBR-UHFFFAOYSA-N,c1cnn[nH]1,c1cnn[nH]1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN
MHUIYCZMGCDJQU-UHFFFAOYSA-N,c1cc2ccc3c4c2c(c1)ccc4ccc3C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc4c5c1ccc1c5c(cc4)ccc1)C=C3)c1ccc3c4c1ccc1c4c(cc3)ccc1)[nH]2)c1ccc2c3c1ccc1c3c(cc2)ccc1,c1cc2ccc3c4c2c(c1)ccc4ccc3C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc4c5c1ccc1c5c(cc4)ccc1)C=C3)c1ccc3c4c1ccc1c4c(cc3)ccc1)[nH]2)c1ccc2c3c1ccc1c3c(cc2)ccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,328,67800.0,328,67800.0,NaN
CJQJYMNXNCNBRB-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccccc1)C=C3)c1ccc(cc1)c1ccccc1)[nH]2)c1ccc(cc1)c1ccccc1,c1ccc(cc1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccccc1)C=C3)c1ccc(cc1)c1ccccc1)[nH]2)c1ccc(cc1)c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,311,20800.0,311,20800.0,NaN
HJADJIHZOZFIDQ-UHFFFAOYSA-N,c1cc2ccc3c4c2c(c1)ccc4ccc3c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccc4c5c1ccc1c5c(cc4)ccc1)C=C3)c1ccc(cc1)c1ccc3c4c1ccc1c4c(cc3)ccc1)[nH]2)c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)ccc1,c1cc2ccc3c4c2c(c1)ccc4ccc3c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccc4c5c1ccc1c5c(cc4)ccc1)C=C3)c1ccc(cc1)c1ccc3c4c1ccc1c4c(cc3)ccc1)[nH]2)c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)ccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,349,105399.99999999999,349,105399.99999999999,NaN
YHWCPXVTRSHPNY-UHFFFAOYSA-N,[O-]CCCC.[O-]CCCC.[O-]CCCC.[O-]CCCC.[Ti+4],[O-]CCCC.[O-]CCCC.[O-]CCCC.[O-]CCCC.[Ti+4],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,320,NaN,320,NaN,NaN
VNPPTLVCKNOXOQ-UHFFFAOYSA-N,O=C1C=CC(=O)C=C1N1CCOCC1,O=C1C=CC(=O)C=C1N1CCOCC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,228.0,NaN,227.0,NaN,NaN
FJPSGZKIIRMZHZ-UHFFFAOYSA-N,O=C1C=C(N2CCOCC2)C(=O)C=C1N1CCOCC1,O=C1C=C(N2CCOCC2)C(=O)C=C1N1CCOCC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,229,NaN,229,NaN,NaN
LNBHUCHAFZUEGJ-UHFFFAOYSA-N,[Eu+3],[Eu+3],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,425.0,NaN,407.0,NaN,NaN
KALFYSJDUHGVRW-UHFFFAOYSA-N,[CH-]1C=CC=C1.COc1ccc(cc1)Cc1nnc2n1nc(s2)C1=C[CH-]C=C1.[Fe+2],[CH-]1C=CC=C1.COc1ccc(cc1)Cc1nnc2n1nc(s2)C1=C[CH-]C=C1.[Fe+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,284.0,NaN,275.0,NaN,DMSO
WUAPFZMCVAUBPE-UHFFFAOYSA-N,[Re],[Re],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,246,NaN,246,NaN,NaN
RHQDFWAXVIIEBN-UHFFFAOYSA-N,OCC(F)(F)F,OCC(F)(F)F,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN
NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(CC(=O)C)C,CC(CC(=O)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,1800,NaN,1800,NaN,NaN
NLDYACGHTUPAQU-UHFFFAOYSA-N,N#CC(=C(C#N)C#N)C#N,N#CC(=C(C#N)C#N)C#N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,257,NaN,257,NaN,NaN
RUOJZAUFBMNUDX-UHFFFAOYSA-N,CC1COC(=O)O1,CC1COC(=O)O1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,379.55,NaN,379.55,NaN,NaN
QCTJRYGLPAFRMS-UHFFFAOYSA-N,Nc1nc(N)nc(n1)N.OC(=O)C=C,Nc1nc(N)nc(n1)N.OC(=O)C=C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,1130,NaN,1130,NaN,NaN
IITQJMYAYSNIMI-UHFFFAOYSA-N,CC1=CC(=O)CCC1,CC1=CC(=O)CCC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,532.0,NaN,459.0,NaN,Ethanol
VWQVUPCCIRVNHF-UHFFFAOYSA-N,[Y],[Y],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,415,NaN,415,NaN,NaN
XPNRKLMDRBEOOU-UHFFFAOYSA-N,B[Y],B[Y],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,570,NaN,570,NaN,NaN
IGLNJRXAVVLDKE-UHFFFAOYSA-N,[Rb],[Rb],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,545,NaN,545,NaN,NaN
VKFTVYNNZHQFIZ-UHFFFAOYSA-N,COc1cc(ccc1OC)c1ccc(cc1)c1c2c(=O)n(c(c2c(=O)n1C(=O)OC(C)(C)C)c1ccc(cc1)c1ccc(c(c1)OC)OC)C(=O)OC(C)(C)C,COc1cc(ccc1OC)c1ccc(cc1)c1c2c(=O)n(c(c2c(=O)n1C(=O)OC(C)(C)C)c1ccc(cc1)c1ccc(c(c1)OC)OC)C(=O)OC(C)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,472,18500,472,18500,dichloromethane
XEKNHHBOSLDXMZ-UHFFFAOYSA-N,CN(c1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)N(C)C)C(=O)OC(C)(C)C)C,CN(c1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)N(C)C)C(=O)OC(C)(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,518,15400,518,15400,dichloromethane
VPLQMNNIJQHEMJ-UHFFFAOYSA-N,CSc1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)SC)C(=O)OC(C)(C)C,CSc1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)SC)C(=O)OC(C)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,469,28700,469,28700,dichloromethane
MCZIEFHTXQBGGL-UHFFFAOYSA-N,O=C(n1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)C(C)(C)C)C(=O)OC(C)(C)C)OC(C)(C)C,O=C(n1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)C(C)(C)C)C(=O)OC(C)(C)C)OC(C)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,463,34200,463,34200,dichloromethane
GRHHYXZKIOMIPN-UHFFFAOYSA-N,O=C(n1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)C(=O)OC(C)(C)C)OC(C)(C)C,O=C(n1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)C(=O)OC(C)(C)C)OC(C)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,451,23300,451,23300,dichloromethane
IQUHNCOJRJBMSU-CQSZACIVSA-N,C[C@H](CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O,C[C@H](CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,460.0,NaN,436.0,NaN,NaN
UDQJOWCVSMIZJP-UHFFFAOYSA-O,NC(=[NH2+])Nc1cc(ccc1NC(=O)C)C(=O)O,NC(=[NH2+])Nc1cc(ccc1NC(=O)C)C(=O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,468,NaN,468,NaN,NaN
